A;B;C;D;E;H;M;N;O;P;Q;R;S;Monto;Fraude;J_AR;J_BR;DxH
42;0;2,23606797749979;88,15894736213676;0;0;0;1;0;0;1;0,0;0,0;6,870953354520754;18,113806888669206;1;0;0;0
43;0;2,0;53,056573579529235;0;0;0;0;0;0;1;7,013558298039591;0,0;1,7492855684535902;4,959838707054898;1;0;0;0
44;0;2,23606797749979;220,2680185592089;0;0;0;1;0;0;1;0,0;0,0;1,4966629547095767;8,100617260431454;1;0;0;0
45;0;3,0;88,15894736213676;0;0;0;1;0;0;1;0,0;0,0;3,4;8,92524509467387;1;0;0;0
46;1;4,123105625617661;203,97548872352286;0;0;0;1;1;0;0;0,0;0,0;6,000833275470999;16,89644933114647;1;0;0;0
47;0;3,0;157,51190431202335;0;0;0;1;0;0;0;0,0;0,0;7,219418259112018;3,4539832078341086;1;0;0;0
48;0;3,0;36,24913792078372;0;0;0;0;0;0;1;0,0;0,0;1,3;5,520869496736904;1;0;0;0
49;0;3,4641016151377544;38,1051177665153;0;0;0;0;0;0;1;0,0;0,0;3,924283374069717;4,942671342502958;1;0;0;0
50;0;2,0;19,519221295943137;0;0;0;0;0;0;0;0,0;0,0;7,184010022264724;19,633389926347412;1;0;0;0
51;0;3,3166247903554;126,32893571941466;0;0;0;1;0;0;1;0,0;0,0;4,462062303464621;7,145628033979938;1;0;0;0
52;0;3,872983346207417;229,9717373939676;0;0;0;1;0;0;1;0,0;0,0;1,8708286933869707;5,303772242470448;1;0;0;0
53;0;3,605551275463989;88,15894736213676;0;0;0;0;0;0;1;0,0;0,0;4,28485705712571;8,4545845551393;1;0;0;0
54;0;4,0;42,17819341792628;0;0;0;0;0;0;1;0,0;0,0;9,92924971989324;8,691375035056305;1;0;0;0
55;0;2,23606797749979;525,7879800832271;0;0;0;1;1;0;0;0,0;0,0;4,518849411078001;18,91718795170149;1;0;0;0
56;0;4,0;44,44097208657794;0;0;0;1;0;0;0;0,0;0,0;9,834632682515398;5,591064299397745;1;0;0;0
57;0;3,605551275463989;10,816653826391969;0;0;0;1;0;0;1;0,0;0,0;5,0774009099144415;6,809552114493287;1;0;0;0
58;0;2,0;130,3802132227126;0;0;0;0;0;0;0;0,0;0,0;3,003331483536241;17,596022277776303;1;0;0;0
59;0;4,0;34,39476704383968;1;1;1;1;0;0;1;0,0;0,0;3,9585350825778973;3,9471508711981103;1;0;0;1
60;0;2,23606797749979;50,08991914547278;0;0;0;0;0;0;0;19,633389926347412;0,0;7,4444610281739;10,969503179269333;1;0;0;0
61;0;3,0;0,0;0;0;0;0;0;0;0;0,0;0,0;9,474703161577148;9,76012295004525;1;0;0;0
62;0;3,3166247903554;64,69930447848725;0;0;0;0;0;0;1;0,0;0,0;1,9493588689617927;4,569463863518345;1;0;0;0
63;0;4,123105625617661;134,92590559266222;0;0;0;1;0;0;1;0,0;0,0;3,295451410656816;13,140395732244901;1;0;0;0
64;0;4,123105625617661;135,26270735128733;0;0;0;0;0;0;0;0,0;0,0;5,1884487084291395;6,590902821313632;1;0;0;0
65;0;3,7416573867739413;77,6273147803014;0;0;0;1;0;0;1;0,0;0,0;3,472751070837068;5,262128846769148;1;0;0;0
66;0;3,872983346207417;88,15894736213676;0;1;0;1;0;0;1;0,0;0,0;4,032369030731191;7,077428911688199;1;0;0;0
67;1;2,449489742783178;148,14857407346182;0;0;0;0;0;0;0;22,489997776789576;0,0;8,220705565825844;28,90968695783474;1;0;0;0
68;0;2,6457513110645907;142,63940549511554;0;0;0;1;0;0;1;0,0;0,0;3,1336879231984796;5,599107071667768;1;0;0;0
69;0;1,4142135623730951;88,15894736213676;0;0;0;1;0;0;0;0,0;0,0;5,470831746635972;26,606390209872515;1;0;0;0
70;0;4,123105625617661;224,36131573869858;0;0;0;0;0;0;0;0,0;0,0;3,6124783736376886;23,993540797472974;1;0;0;0
71;0;3,1622776601683795;457,33248299240677;0;0;0;1;1;0;1;0,0;0,0;5,067543783727971;5,692099788303083;1;0;0;0
72;0;3,3166247903554;669,9522371035117;0;1;0;0;0;0;1;0,0;0,0;3,9572717874818757;4,847679857416329;1;0;0;0
73;0;3,4641016151377544;73,95268757793728;0;1;0;0;0;0;1;0,0;0,0;5,23545604508337;3,9560080889704965;1;0;0;0
74;0;3,872983346207417;92,10863151735563;0;0;0;0;0;0;0;23,993540797472974;0,0;1,969771560359221;5,943904440685432;1;0;0;0
75;0;3,1622776601683795;47,34976240700686;0;1;0;1;0;0;1;0,0;0,0;6,637017402418047;6,3063460101710245;1;0;0;0
76;1;2,449489742783178;83,49251463454674;0;0;0;1;0;0;1;0,0;0,0;7,118988692223074;3,856163896931768;1;0;0;0
77;1;2,449489742783178;669,8492367689912;0;0;0;1;0;0;1;0,0;0,0;6,85200700525036;3,82099463490856;1;0;0;0
78;0;4,123105625617661;112,7962765342899;1;0;0;0;0;0;1;0,0;0,0;4,909175083453431;8,945948803788227;1;0;0;0
79;0;3,4641016151377544;244,685512444035;0;0;0;0;0;0;1;0,0;0,0;8,02932126645833;5,8283788483591215;1;0;0;0
80;1;3,872983346207417;232,62201099638014;0;1;0;1;0;0;0;0,0;0,0;4,458699361921591;8,913472948295743;1;0;0;0
81;0;4,358898943540674;78,54934754662193;0;0;0;1;0;0;0;0,0;0,0;3,4190641994557516;8,560373823613078;1;0;0;0
82;1;2,23606797749979;57,532599454570104;0;0;0;0;0;0;0;22,489997776789576;0,0;7,753708789992051;10,637198879404297;1;0;0;0
83;0;3,1622776601683795;58,92367945062494;0;0;0;1;0;0;0;0,0;0,0;4,282522621072771;6,223343153000644;1;0;0;0
84;0;4,242640687119285;118,23705003085962;1;0;1;0;0;0;1;0,0;0,0;9,952889027814988;3,1780497164141406;1;0;0;1
85;0;3,1622776601683795;52,43090691567332;0;0;0;1;0;0;1;0,0;0,0;9,457801012920498;6,138403701289122;1;0;0;0
86;0;3,605551275463989;38,948684188300895;0;0;0;1;0;0;1;0,0;0,0;3,082207001484488;5,505451843400322;1;0;0;0
87;0;3,0;19,44222209522358;0;0;0;0;0;0;1;0,0;0,0;5,47905101272109;4,788527957525152;1;0;0;0
88;0;1,4142135623730951;45,760244754590204;0;0;0;1;0;0;0;0,0;0,0;5,027922035990614;5,8326666285670745;1;0;0;0
89;0;3,7416573867739413;132,6386067478093;0;0;0;1;0;0;1;0,0;0,0;2,29128784747792;5,961543424315552;1;0;0;0
90;0;3,1622776601683795;88,15894736213676;0;0;0;1;1;0;0;0,0;0,0;7,027090436304346;6,035726965329031;1;0;0;0
91;0;2,8284271247461903;17,69180601295413;0;0;0;0;0;0;0;0,0;0,0;2,756809750418044;8,245604889879214;1;0;0;0
92;0;3,0;64,45928947793328;0;1;0;0;0;0;0;0,0;0,0;6,202418882984283;6,859300255857007;1;0;0;0
93;0;1,7320508075688772;6,928203230275509;0;0;0;0;0;0;0;0,0;0,0;4,355456348076514;34,696109291965286;1;0;0;0
94;0;2,0;53,60970061472084;0;0;0;0;0;0;0;0,0;0,0;6,185466837676846;22,646854086163934;1;0;0;0
95;0;2,0;40,84115571332428;0;0;0;0;0;0;0;0,0;0,0;1,2609520212918492;9,706183596038146;1;0;0;0
96;0;1,4142135623730951;21,213203435596427;0;0;0;0;0;0;1;0,0;0,0;1,452583904633395;6,260990336999411;1;0;0;0
97;0;2,449489742783178;106,02358228243375;0;0;0;0;0;0;0;0,0;0,0;2,7;13,400746247877393;1;0;0;0
98;0;3,1622776601683795;62,960304954788775;0;0;0;1;0;0;1;0,0;0,0;3,2588341473600644;3,9560080889704965;1;0;0;0
99;0;3,872983346207417;124,58330546265017;0;0;0;0;0;0;1;0,0;0,0;9,360021367496978;6,46297145282261;1;0;0;0
100;0;3,3166247903554;137,9855064852827;0;0;0;1;0;0;1;0,0;0,0;4,909175083453431;10,228880681677737;1;0;0;0
101;0;1,7320508075688772;91,56418513807678;0;0;0;0;0;0;1;0,0;0,0;2,3579652245103193;6,34428877022476;1;0;0;0
102;0;3,0;139,91425945914162;0;0;0;0;0;0;1;0,0;0,0;9,400531899844816;8,402975663418287;1;0;0;0
103;0;4,0;4,795831523312719;1;0;1;0;0;0;0;0,0;0,0;9,807650075323854;8,556868586112563;1;0;0;1
104;0;3,1622776601683795;2,8284271247461903;0;0;0;0;0;0;0;0,0;0,0;8,2915619758885;18,444782460088813;1;0;0;0
105;0;3,605551275463989;31,96873472629156;0;0;0;1;0;0;0;0,0;0,0;5,018964036531842;10,969503179269333;1;0;0;0
106;0;4,123105625617661;194,0257714840995;0;0;0;0;0;0;0;0,0;0,0;9,550916186418975;4,483302354291979;1;0;0;0
107;0;3,1622776601683795;173,29743217947575;0;0;0;1;0;0;1;0,0;0,0;1,469693845669907;4,638965401897281;1;0;0;0
108;0;3,4641016151377544;40,23679907746142;0;0;0;1;1;0;1;0,0;0,0;5,3188344587888805;4,274342054632502;1;0;0;0
109;0;2,0;78,53661566428744;0;0;0;0;0;0;0;0,0;0,0;3,6496575181789317;3,4510867853474796;1;0;0;0
110;0;2,6457513110645907;457,71169965383234;0;0;0;0;0;0;0;0,0;0,0;3,7549966711037173;7,118286310622803;1;0;0;0
111;1;3,605551275463989;35,31288716601915;0;0;0;1;0;0;1;0,0;0,0;2,6664583251946765;9,703607576566563;1;0;0;0
112;0;4,123105625617661;100,38426171467319;0;0;0;1;1;0;1;4,274342054632502;0,0;5,302829433425141;3,5735136770411273;1;0;0;0
113;0;2,23606797749979;39,11521443121589;0;0;0;0;0;0;0;0,0;0,0;3,1685959035509716;14,396874660842194;1;0;0;0
114;0;3,7416573867739413;16,673332000533065;0;0;0;0;0;0;0;0,0;0,0;4,976946855251722;5,105878964487897;1;0;0;0
115;0;2,449489742783178;88,15894736213676;0;0;0;1;0;0;0;0,0;0,0;3,5735136770411273;5,00199960015992;1;0;0;0
116;0;2,449489742783178;88,15894736213676;0;0;0;1;0;0;0;0,0;0,0;3,5735136770411273;6,622688275919379;1;0;0;0
117;0;3,605551275463989;88,15894736213676;0;0;0;0;0;0;0;0,0;0,0;5,204805471869242;12,112390350380887;1;0;0;0
118;0;3,605551275463989;669,7813075922618;0;0;0;1;1;0;1;0,0;0,0;4,557411546042337;4,512205669071391;1;0;0;0
119;0;3,4641016151377544;111,13955191559843;0;0;0;1;1;0;1;4,512205669071391;0,0;5,239274758971894;4,6604720790924175;1;0;0;0
120;0;3,4641016151377544;71,00704190430693;0;0;0;1;1;0;1;6,486909896090742;0,0;5,019960159204453;3,916631205513228;1;0;0;0
121;0;2,6457513110645907;88,15894736213676;0;0;0;0;0;0;0;0,0;0,0;6,267375846396959;3,3852621759621515;1;0;0;0
122;0;2,8284271247461903;88,15894736213676;0;0;0;0;0;0;0;0,0;0,0;6,510760324263211;4,777028364998475;1;0;0;0
123;0;4,0;157,79100101083077;0;0;0;0;0;0;0;0,0;5,412023651093923;7,766595135579039;3,2908965343808667;1;0;0;0
124;0;4,0;88,15894736213676;0;0;0;0;0;0;0;0,0;0,0;6,416385275215322;9,668505572217457;1;0;0;0
125;0;3,1622776601683795;512,2714124368058;0;0;0;0;0;0;0;0,0;0,0;7,764019577512669;12,209422590769803;1;0;0;0
126;0;3,872983346207417;144,13535305399574;0;0;0;1;0;0;1;0,0;0,0;4,535416188179426;5,452522352086234;1;0;0;0
127;1;3,4641016151377544;53,91660226683428;0;0;0;0;0;0;0;0,0;0,0;5,207686626516615;12,08221833936136;1;0;0;0
128;1;3,605551275463989;53,91660226683428;0;0;0;0;0;0;0;0,0;0,0;7,105631569396206;12,08221833936136;1;0;0;0
129;0;3,4641016151377544;87,31551981177229;0;0;0;1;0;0;1;0,0;0,0;2,3579652245103193;4,280186911806539;1;0;0;0
130;1;4,0;511,8583788510256;1;1;0;0;0;0;1;6,6257075093909785;0,0;2,7766886753829643;27,54777667979759;1;0;0;0
131;0;3,4641016151377544;133,73107342723307;0;1;0;1;1;0;1;7,194442299441979;0,0;7,782030583337488;7,194442299441979;1;0;0;0
132;0;2,8284271247461903;65,58963332722634;0;0;0;0;0;0;0;0,0;0,0;4,9365980188789935;7,922120928135343;1;0;0;0
133;0;2,23606797749979;70,61869440877535;0;0;0;1;1;0;1;0,0;0,0;0,9591663046625439;5,246903848937962;1;0;0;0
134;0;3,1622776601683795;88,15894736213676;0;1;0;0;0;0;0;0,0;0,0;2,2203603311174516;17,49228401324424;1;0;0;0
135;0;2,0;88,15894736213676;0;1;0;0;0;0;0;0,0;0,0;1,5748015748023623;9,210863151735564;1;0;0;0
136;0;3,0;45,077710678338576;0;1;0;0;0;0;1;0,0;0,0;3,7735924528226414;5,385164807134504;1;0;0;0
137;1;1,4142135623730951;14,38749456993816;0;0;0;1;0;0;1;0,0;0,0;1,1445523142259597;5,556977595779922;1;0;0;0
138;0;3,605551275463989;195,2844079797463;0;0;0;1;1;0;0;0,0;0,0;3,459768778401239;6,260990336999411;1;0;0;0
139;1;2,23606797749979;72,32565243397394;0;0;0;1;0;0;1;0,0;0,0;9,203803561571705;10,35615758860399;1;0;0;0
140;1;2,23606797749979;296,15705292969136;0;0;0;0;0;0;0;0,0;0,0;3,4756294393965534;19,9431692566653;1;0;0;0
141;0;1,7320508075688772;5,744562646538029;0;0;0;1;0;0;0;0,0;0,0;6,4039050586341455;25,844148273835607;1;0;0;0
142;0;3,7416573867739413;124,88394612599332;0;1;0;0;0;0;1;0,0;0,0;2,209072203437452;4,274342054632502;1;0;0;0
143;0;3,7416573867739413;91,32360045464699;0;0;0;1;0;0;1;0,0;0,0;4,6872166581031856;11,663189958154673;1;0;0;0
144;1;2,8284271247461903;91,06041950265768;0;0;0;0;0;0;0;0,0;0,0;4,4294469180700204;10,02197585309404;1;0;0;0
145;1;2,8284271247461903;93,70699013414101;0;0;0;0;0;0;0;0,0;0,0;4,240283009422838;3,8858718455450894;1;0;0;0
146;0;4,0;172,27884373886423;0;0;0;1;0;0;1;0,0;0,0;9,944847912361455;4,854894437575342;1;0;0;0
147;0;2,449489742783178;251,96031433541276;0;0;0;0;0;0;0;0,0;0,0;9,44192776926407;12,136721138759018;1;0;0;0
148;1;2,6457513110645907;130,19216566291536;0;0;0;0;0;0;0;0,0;0,0;6,71341939699882;20,37130334563795;1;0;0;0
149;0;3,0;233,28737642658677;0;0;0;1;0;0;1;0,0;0,0;5,5389529696504916;4,788527957525152;1;0;0;0
150;0;2,449489742783178;666,7555774044938;1;0;1;1;1;0;1;9,556673061269805;0,0;2,3832750575625967;6,34428877022476;1;0;0;1
151;0;3,4641016151377544;99,86490875177326;0;0;0;0;0;0;0;12,136721138759018;0,0;9,434511116109833;6,859300255857007;1;0;0;0
152;0;2,6457513110645907;140,79772725438434;0;0;0;0;0;0;0;0,0;0,0;2,6438608132804573;7,915175298121956;1;0;0;0
153;1;4,358898943540674;69,32532004974806;0;0;0;0;0;0;0;0,0;0,0;4,919349550499537;7,6870020163910455;1;0;0;0
154;0;3,4641016151377544;55,054518434003214;0;0;0;1;0;0;1;0,0;0,0;0,9273618495495703;5,06458290484024;1;0;0;0
155;0;1,7320508075688772;25,514701644346147;1;0;1;1;0;0;0;0,0;0,0;4,673328578219169;8,857764955111419;1;0;0;1
156;0;3,605551275463989;55,08175741568164;0;0;0;1;0;0;1;0,0;0,0;0,9219544457292888;5,06458290484024;1;0;0;0
157;0;4,0;33,49626844888845;0;0;0;1;0;0;1;0,0;0,0;5,138093031466052;6,6663333249995835;1;0;0;0
158;0;3,1622776601683795;76,00657866263946;0;0;0;0;0;0;1;0,0;0,0;9,661780374237452;8,789766777338293;1;0;0;0
159;0;3,872983346207417;224,229792846535;0;0;0;1;0;0;1;0,0;0,0;9,135097153287424;6,708949247087803;1;0;0;0
160;0;3,1622776601683795;31,670175244226233;0;0;0;1;1;0;0;0,0;0,0;5,610704055642215;12,103718436910205;1;0;0;0
161;0;2,449489742783178;88,15894736213676;0;0;0;0;0;0;0;0,0;0,0;4,8342527861087286;6,320601237224193;1;0;0;0
162;1;4,358898943540674;233,4159377591856;1;0;0;0;1;0;0;0,0;0,0;8,037412518964047;6,194352266379432;1;0;0;0
163;1;4,0;81,27115109311545;1;0;0;0;1;0;0;6,194352266379432;0,0;8,150460109711599;4,4294469180700204;1;0;0;0
164;0;3,1622776601683795;595,5887843134724;0;0;0;0;0;0;1;0,0;0,0;3,878143885933063;9,427088627991147;1;0;0;0
165;0;1,7320508075688772;11,704699910719626;0;0;0;0;0;0;0;0,0;0,0;3,1622776601683795;16,175598906995685;1;0;0;0
166;0;3,1622776601683795;48,63126566315131;0;0;0;1;0;0;1;0,0;0,0;3,1622776601683795;12,320308437697491;1;0;0;0
167;0;2,449489742783178;88,15894736213676;0;0;0;0;0;0;0;0,0;0,0;5,70087712549569;19,940661974969636;1;0;0;0
168;0;2,6457513110645907;66,69332800213226;0;0;0;0;0;0;0;0,0;0,0;3,1622776601683795;9,57078889120432;1;0;0;0
169;0;1,7320508075688772;8,18535277187245;0;0;0;0;0;0;1;0,0;0,0;6,228161847608008;5,556977595779922;1;0;0;0
170;0;2,8284271247461903;224,24317157942625;0;0;0;0;0;0;0;0,0;0,0;4,730750469005948;7,258787777583803;1;0;0;0
171;0;4,358898943540674;98,18350166906862;1;1;1;1;0;0;1;0,0;0,0;9,207605551933684;4,512205669071391;1;0;0;1
172;0;2,0;59,86651818838306;0;0;0;0;0;0;0;0,0;0,0;6,402343321003647;6,761656601750786;1;0;0;0
173;0;4,358898943540674;30,56141357987225;0;1;0;0;0;0;1;0,0;0,0;0,41231056256176607;4,3943145085439665;1;0;0;0
174;0;2,449489742783178;11,224972160321824;1;0;1;0;0;0;0;0,0;0,0;8,720091742636656;17,86672885561316;1;0;0;1
175;0;1,4142135623730951;82,49848483457136;0;0;0;0;0;0;1;0,0;0,0;9,646761114488116;9,430270409696638;1;0;0;0
176;0;1,0;30,59411708155671;0;1;0;0;0;0;1;0,0;0,0;0,41231056256176607;4,3943145085439665;1;0;0;0
177;0;2,449489742783178;200,13995103427;0;0;0;0;0;0;0;0,0;0,0;6,877499545619759;7,410128204019145;1;0;0;0
178;0;4,358898943540674;36,64696440361739;0;0;0;1;1;0;1;5,571355310873647;0,0;3,1622776601683795;2,9748949561287032;1;0;0;0
179;0;3,605551275463989;172,44999275152202;0;0;0;1;0;0;1;0,0;0,0;3,1622776601683795;5,545268253204709;1;0;0;0
180;1;3,872983346207417;148,84219831754703;0;0;0;0;0;0;0;0,0;0,0;9,393082561119114;38,281457652498034;1;0;0;0
181;0;2,0;74,97999733262199;0;0;0;0;0;0;0;0,0;0,0;3,0610455730027932;11,746914488494415;1;0;0;0
182;0;2,449489742783178;9,055385138137417;0;0;0;0;0;0;0;0,0;0,0;4,601086828130937;14,46029045351441;1;0;0;0
183;0;3,4641016151377544;144,00347218036097;0;0;0;1;1;0;1;18,4366482854124;0,0;3,4985711369071804;5,76541412215983;1;0;0;0
184;0;3,0;124,23365083583433;0;0;0;0;0;0;1;0,0;7,118988692223074;9,516827202382105;5,038849074937649;1;0;0;0
185;0;2,6457513110645907;88,15894736213676;0;1;0;0;0;0;0;0,0;0,0;1,9026297590440449;12,797265332874833;1;0;0;0
186;1;3,605551275463989;75,09327533141699;0;1;0;0;0;0;0;0,0;0,0;2,814249455894058;12,101652779682617;1;0;0;0
187;0;2,8284271247461903;64,24173098539609;0;0;0;0;0;0;1;0,0;0,0;9,279547402756236;6,131068422387733;1;0;0;0
188;0;2,23606797749979;39,87480407475377;0;0;0;1;0;0;0;0,0;0,0;4,69041575982343;10,693455942771728;1;0;0;0
189;0;2,6457513110645907;95,7601169589929;0;0;0;0;0;0;0;0,0;0,0;4,453088815642463;7,421590126111789;1;0;0;0
190;0;2,449489742783178;84,7938677028003;0;0;0;0;0;0;0;0,0;0,0;6,042350536008318;8,235289915965314;1;0;0;0
191;0;3,3166247903554;104,38390680559911;0;0;0;0;0;0;0;0,0;0,0;7,533259586659682;7,222188034107115;1;0;0;0
192;0;2,449489742783178;1,7320508075688772;0;0;0;0;0;0;0;0,0;0,0;9,630680142129112;8,238931969618392;1;0;0;0
193;0;3,3166247903554;92,04346799203081;0;0;0;0;0;0;0;0,0;0,0;7,59802605944465;8,043009387039158;1;0;0;0
194;0;2,8284271247461903;595,8968031463166;0;0;0;0;0;0;0;0,0;0,0;5,884725991921799;19,102617621676877;1;0;0;0
195;0;4,0;92,94084139924708;0;0;0;0;0;0;0;0,0;0,0;6,492303135251773;8,798863562983575;1;0;0;0
196;0;3,605551275463989;88,15894736213676;0;0;0;0;0;0;1;0,0;0,0;5,46168472176855;9,657639463140049;1;0;0;0
197;0;4,0;38,45776904605882;0;1;0;0;0;0;1;0,0;0,0;2,986636904613616;6,459102104782057;1;0;0;0
198;0;1,7320508075688772;121,84826629870447;0;0;0;0;0;0;0;0,0;0,0;3,1622776601683795;8,924124606929242;1;0;0;0
199;1;2,449489742783178;88,15894736213676;0;0;0;1;0;0;1;0,0;0,0;2,6210684844162313;7,712327793863536;1;0;0;0
200;1;3,3166247903554;131,13733259449805;0;0;0;0;0;0;0;0,0;0,0;9,69896901737499;15,796202075182503;1;0;0;0
201;1;2,449489742783178;114,54256850621083;0;0;0;0;0;0;1;0,0;0,0;3,1543620591175006;13,401865541781861;1;0;0;0
202;0;3,0;13,228756555322953;0;0;0;0;0;0;0;0,0;0,0;5,915234568468101;4,962862077471023;1;0;0;0
203;0;3,7416573867739413;596,4629074804233;0;0;0;0;0;0;0;0,0;0,0;3,1622776601683795;9,957409301620578;1;0;0;0
204;0;2,6457513110645907;19,849433241279208;0;0;0;0;0;0;0;0,0;0,0;6,41482657598785;3,0659419433511785;1;0;0;0
205;1;2,8284271247461903;2,0;0;0;0;1;0;0;1;0,0;0,0;6,729784543356496;18,22196476782896;1;0;0;0
206;0;2,6457513110645907;88,15894736213676;0;0;0;0;0;0;0;0,0;0,0;5,239274758971894;7,912016177940993;1;0;0;0
207;1;3,7416573867739413;48,72371086031933;0;1;0;1;0;0;1;0,0;0,0;6,6234432133143555;9,691749068150703;1;0;0;0
208;0;3,0;43,139309220245984;0;0;0;0;0;0;0;0,0;0,0;7,173562573784381;19,920341362536938;1;0;0;0
